original_invoice_id,extraction_status,error_message,extracted_number,extracted_po_number,extracted_amount,extracted_tax_amount,extracted_currency_code,extracted_date,extracted_due_date,extracted_payment_term_days,extracted_vendor,extracted_line_items
20941132,error,Could not download PDF from URL for 29042024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20121419,success,NA,2035500,NA,6857.56,NA,EUR,2021-09-09,2021-11-29,60,KLOKKERHOLM,"[{""description"": ""BUMPERS AND GRILLS"", ""quantity"": 1.0, ""unit_price"": 104.85, ""total"": 14.1}, {""description"": ""AUTO BODY PARTS"", ""quantity"": 394.0, ""unit_price"": 47611.16, ""total"": 6402.62}]"
20651437,error,Could not download PDF from URL for 15052023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14907813,error,Could not download PDF from URL for 03032020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14606015,error,Could not download PDF from URL for 15072019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13683327,error,Could not download PDF from URL for 16112017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13718174,error,Could not download PDF from URL for 18122017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20997251,success,NA,3546298022,814491,399.66,66.61,GBP,2024-06-25,NA,NA,BASF plc,"[{""description"": ""HT 459 0,25L low sapphire blue"", ""quantity"": 6.0, ""unit_price"": 308.38, ""total"": 333.05}]"
21159151,success,NA,265177,V19gm7v02061 / 401481,709.8,118.3,GBP,2024-11-25,NA,NA,Karnetic Limited,"[{""description"": ""Software MS909 1 Year 100002039"", ""quantity"": 1.0, ""unit_price"": 591.5, ""total"": 591.5}]"
14015690,error,Could not download PDF from URL for 19062018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20090597,success,NA,184935,210678/MM,4346.99,724.5,EUR,2021-07-19,2021-08-18,30,TURBOACTIVE,"[{""description"": ""Turbo - OEM New - 54389880017"", ""quantity"": 4.0, ""unit_price"": 497.5, ""total"": 1989.99}, {""description"": ""Turbo - OEM New - 54399880097"", ""quantity"": 2.0, ""unit_price"": 516.25, ""total"": 1032.5}, {""description"": ""Surcharge added for: 54389880017 - OEM New"", ""quantity"": 4.0, ""unit_price"": 100.0, ""total"": 400.0}, {""description"": ""Surcharge added for: 54399880097 - OEM New"", ""quantity"": 2.0, ""unit_price"": 100.0, ""total"": 200.0}]"
19878472,error,Could not download PDF from URL for 14122020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21141521,error,Could not download PDF from URL for 18112024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14738796,success,NA,SI001243957,NA,249.49,41.58,GBP,2019-10-16,2019-12-31,60,Jack Sealey Ltd,"[{""description"": ""Starter/Charger 660/100Amp 12/24V 230V"", ""quantity"": 1.0, ""unit_price"": 194.96, ""total"": 194.96}]"
19794342,success,NA,0000159781,0000158360,1560.0,260.0,GBP,2020-10-05,NA,NA,Tennants UK Ltd,"[{""description"": ""Sneeze Guards - Freestanding Desktop Screen 1400 x 800mm with 3 feet per screen"", ""quantity"": 20.0, ""unit_price"": 65.0, ""total"": 1300.0}]"
20293739,error,Could not download PDF from URL for 22032022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21147525,error,Could not download PDF from URL for 22112024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14475991,error,Could not download PDF from URL for 13042019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20031150,success,NA,UKF049903,SOUK029014,875.0,0.0,GBP,2021-05-27,NA,NA,Euro Car Parts Limited trading as VEGE UK,"[{""description"": ""GearboxOpel Corsa E 1.3 CDTI 16VB13 DTC /B13-DTC /B13 DTN Gearbox# BB8/MKG Oem par"", ""quantity"": 1.0, ""unit_price"": 475.0, ""total"": 475.0}, {""description"": ""Deposit"", ""quantity"": 1.0, ""unit_price"": 400.0, ""total"": 400.0}, {""description"": ""Deliver to:WALBRIDGE MOTOR COMPANY LTDKing Stag MillKing StagSturminster NewtonDT10 2AU"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
19806667,success,NA,SI-00525391,SO-00624950,18.72,3.12,GBP,2020-10-16,2020-12-31,NA,The Tool Connection Ltd,"[{""description"": ""Number Plate Screw White No 10 x 1 - Pack 100"", ""quantity"": 1.0, ""unit_price"": 7.8, ""total"": 7.8}, {""description"": ""Number Plate Screw Black No 10 x 1 - Pack 100"", ""quantity"": 1.0, ""unit_price"": 7.8, ""total"": 7.8}]"
20745860,success,NA,302960867,56741,23.47,3.91,GBP,2023-08-31,NA,150,Ferdinand Bilstein UK Limited,"[{""description"": ""Roller Rocking Lever"", ""quantity"": 2.0, ""unit_price"": 9.78, ""total"": 19.56}]"
13634293,error,Could not download PDF from URL for 17062020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19857706,error,Could not download PDF from URL for 09122020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21213410,success,NA,LK0100,20299,621.13,103.52,GBP,2025-02-03,NA,NA,WINNARD,"[{""description"": ""Brake Disc"", ""quantity"": 4.0, ""unit_price"": 47.25, ""total"": 189.0}, {""description"": ""Brake Pads"", ""quantity"": 1.0, ""unit_price"": 64.01, ""total"": 64.01}, {""description"": ""Brake Disc"", ""quantity"": 4.0, ""unit_price"": 66.15, ""total"": 264.6}]"
13669168,error,Could not download PDF from URL for 251017015E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14370398,success,NA,5020329513,15825,84.68,14.11,GBP,2019-01-30,2019-03-31,60,TTI (UK) Limited,"[{""description"": ""PD705 PERCUSS ION DRILL GB2"", ""quantity"": 1.0, ""unit_price"": 106.92, ""total"": 70.57}]"
21113249,error,Failed to extract invoice data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20611558,error,Could not download PDF from URL for 30032023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14865135,error,Could not download PDF from URL for 29012020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20133301,error,Could not download PDF from URL for 23092021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14630975,success,NA,SI-00463923,SO-00552096,35.21,5.87,GBP,2019-07-29,2019-09-30,NA,The Tool Connection Ltd,"[{""description"": ""Touch Up Bottles 60ml -100pc"", ""quantity"": 1.0, ""unit_price"": 24.84, ""total"": 24.84}]"
14945789,success,NA,046459215,NA,278.08,0.0,GBP,2019-12-02,NA,NA,Andrew Page,"[{""description"": ""BRAKE CALIPER 133592311 - CALIPER"", ""quantity"": 3.0, ""unit_price"": 23.54, ""total"": 70.62}, {""description"": ""Surcharge"", ""quantity"": 3.0, ""unit_price"": 13.1, ""total"": 39.3}, {""description"": ""BRAKE CALIPER 133592391 - CALIPER"", ""quantity"": 1.0, ""unit_price"": 27.6, ""total"": 27.6}, {""description"": ""Surcharge"", ""quantity"": 1.0, ""unit_price"": 17.47, ""total"": 17.47}, {""description"": ""BRAKE CALIPER 133600051 - CALIPER"", ""quantity"": 1.0, ""unit_price"": 13.67, ""total"": 13.67}, {""description"": ""Surcharge"", ""quantity"": 1.0, ""unit_price"": 10.0, ""total"": 10.0}, {""description"": ""BRAKE CALIPER 133600451 - CALIPER"", ""quantity"": 1.0, ""unit_price"": 24.78, ""total"": 24.78}, {""description"": ""Surcharge"", ""quantity"": 1.0, ""unit_price"": 16.59, ""total"": 16.59}, {""description"": ""BRAKE CALIPER 133630131 - CALIPER"", ""quantity"": 1.0, ""unit_price"": 28.05, ""total"": 28.05}, {""description"": ""Surcharge"", ""quantity"": 1.0, ""unit_price"": 30.0, ""total"": 30.0}]"
20420994,success,NA,5120320121,NA,35.0,0.0,GBP,2022-08-10,2022-08-31,45,Agent-Maersk Logistics & Services UK Ltd,"[{""description"": ""Merchant Haulage Imports"", ""quantity"": 1.0, ""unit_price"": 35.0, ""total"": 35.0}]"
20411346,error,Could not download PDF from URL for 01082022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13900593,success,NA,9580305755,220791,246.32,41.05,GBP,2018-04-13,2018-05-31,NA,3M,"[{""description"": ""3M SANDING FILTER BAGS 20452 10/INNER 50/CS"", ""quantity"": 100.0, ""unit_price"": 2.0527, ""total"": 205.27}]"
14223380,error,Could not download PDF from URL for 19102018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20411314,error,Could not download PDF from URL for 01082022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13956289,error,Could not download PDF from URL for 17052018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14451006,error,Could not download PDF from URL for 28032019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15628157,success,NA,132562,NA,212.4,35.4,GBP,2020-06-30,2020-07-30,30,J. CLARKE TRANSPORT (LICHFIELD) LIMITED,"[{""description"": ""H/P CAP"", ""quantity"": 1.0, ""unit_price"": 1.0, ""total"": 1.0}, {""description"": ""M/M BALANCE OF TREAD CHARGE"", ""quantity"": 8.0, ""unit_price"": 22.0, ""total"": 176.0}]"
14799076,error,Could not download PDF from URL for 30112019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14133894,success,NA,2257041417,NA,587.52,97.92,GBP,2018-08-23,2018-10-31,NA,ROBERT BOSCH LTD.,"[{""description"": ""Air-Filter Insert"", ""quantity"": 120.0, ""unit_price"": 4.08, ""total"": 489.6}]"
21029216,error,Could not download PDF from URL for 22082024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14763721,error,Could not download PDF from URL for 05112019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14217323,error,Could not download PDF from URL for 16102018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14553836,success,NA,406681,14285,16.75,2.79,GBP,2019-06-07,NA,NA,POWERFLEX,"[{""description"": ""POLO 6N FRONT ANTI ROLL BAR BUSH 18MM R9"", ""quantity"": 2.0, ""unit_price"": 17.45, ""total"": 13.96}]"
20573226,error,Could not download PDF from URL for 15022023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14152922,success,NA,SO18-0269,213889,83174.34,NA,USD,2018-07-13,NA,NA,"ZHEJIANG TIELIU CLUTCH CO., LTD","[{""description"": ""AUTOMOTIVE PARTS"", ""quantity"": 2132.0, ""unit_price"": 39.01, ""total"": 83174.34}]"
14066885,error,Could not download PDF from URL for 18072018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14478511,error,Could not download PDF from URL for 16042019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19867427,success,NA,008368878,NA,75.26,0.0,GBP,2020-11-30,NA,NA,Andrew Page,"[{""description"": ""BRAKE PAD"", ""quantity"": 1.0, ""unit_price"": 19.99, ""total"": 6.43}, {""description"": ""BRAKE PAD"", ""quantity"": 1.0, ""unit_price"": 23.32, ""total"": 7.28}, {""description"": ""REAR PADS MAZDA BONGO / FORD F"", ""quantity"": 1.0, ""unit_price"": 24.99, ""total"": 6.43}, {""description"": ""BRAKE PAD"", ""quantity"": 1.0, ""unit_price"": 24.99, ""total"": 6.86}, {""description"": ""BRAKE PAD"", ""quantity"": 1.0, ""unit_price"": 39.99, ""total"": 11.78}, {""description"": ""BRAKE PAD"", ""quantity"": 1.0, ""unit_price"": 24.16, ""total"": 7.39}, {""description"": ""BRAKE PAD"", ""quantity"": 1.0, ""unit_price"": 31.66, ""total"": 7.13}, {""description"": ""BRAKE PADS"", ""quantity"": 1.0, ""unit_price"": 25.82, ""total"": 4.79}, {""description"": ""BRAKE PAD"", ""quantity"": 1.0, ""unit_price"": 41.66, ""total"": 11.61}, {""description"": ""FRONT BRAKE PADS MAZDA CX-5 (0"", ""quantity"": 1.0, ""unit_price"": 32.49, ""total"": 5.56}]"
20276694,error,Could not download PDF from URL for 04032022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14099548,error,Could not download PDF from URL for 05082018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20234565,error,Could not download PDF from URL for 18012022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14049291,error,Could not download PDF from URL for 09072018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19809615,error,Could not download PDF from URL for 21102020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14475346,success,NA,INV001031,NA,200.0,33.33,GBP,2019-04-12,NA,NA,Moore Place Hotel,"[{""description"": ""Best Available Dinner, Bed and Breakfast"", ""quantity"": 1.0, ""unit_price"": 100.0, ""total"": 100.0}, {""description"": ""Best Available Dinner, Bed and Breakfast"", ""quantity"": 1.0, ""unit_price"": 100.0, ""total"": 100.0}]"
14905953,error,Could not download PDF from URL for 29022020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14203507,success,NA,170515,NA,456.0,76.0,GBP,2018-08-01,NA,NA,Alltruck plc,"[{""description"": ""Hire Period"", ""quantity"": 1.0, ""unit_price"": 380.0, ""total"": 380.0}]"
14013997,success,NA,LHRI987357,NA,9549.8,1384.09,GBP,2018-06-19,2018-07-19,30,DHL Express,"[{""description"": ""ECONOMY SELECT"", ""quantity"": 14.0, ""unit_price"": 12.7857, ""total"": 179.03}, {""description"": ""EXPRESS WORLDWIDE NONDOC"", ""quantity"": 9.0, ""unit_price"": 136.7644, ""total"": 1230.87}, {""description"": ""EXPRESS WORLDWIDE EU"", ""quantity"": 67.0, ""unit_price"": 116.3284, ""total"": 7794.34}, {""description"": ""EXPRESS DOMESTIC"", ""quantity"": 1.0, ""unit_price"": 345.56, ""total"": 345.56}]"
13973169,success,NA,PSI103883,20536,25.82,4.3,GBP,2018-05-24,2018-06-30,30,Fast Mover Tools Limited,"[{""description"": ""Strip & Clean Disc, 50mm Roll On Thread,10pcs"", ""quantity"": 2.0, ""unit_price"": 10.76, ""total"": 21.52}]"
19781665,success,NA,33870,NA,1352.68,225.45,GBP,2020-09-22,NA,NA,Complete Automotive Aftermarket Solutions Ltd,"[{""description"": ""603440381-CSPR747-PAS RACK AUDI A3 (8L1) ALL (W/O AXIAL ROD)"", ""quantity"": 10.0, ""unit_price"": 112.723, ""total"": 1127.23}]"
13791790,error,Could not download PDF from URL for 06022018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19949747,success,NA,I0218557,201577,857.09,142.85,GBP,2021-02-26,NA,25,IMPEX PARTS LTD,"[{""description"": ""424650500"", ""quantity"": 2.0, ""unit_price"": 357.12, ""total"": 714.24}]"
20549770,error,Could not download PDF from URL for 19012023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20593435,error,Could not download PDF from URL for 09032023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20428997,success,NA,404000942844,NA,740.02,123.34,GBP,2022-08-22,2022-09-21,30,Enterprise Rent-A-Car UK Ltd,"[{""description"": ""TIME & DISTANCE"", ""quantity"": 28.0, ""unit_price"": 20.08, ""total"": 562.24}, {""description"": ""COLLECTION CHARGE"", ""quantity"": 1.0, ""unit_price"": 6.0, ""total"": 6.0}, {""description"": ""RFL/VED"", ""quantity"": 28.0, ""unit_price"": 1.73, ""total"": 48.44}]"
14691081,error,Could not download PDF from URL for 14092019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14450003,success,NA,120345,NA,242.4,40.4,GBP,2019-03-26,NA,NA,DAVIES TURNER & CO LTD,"[{""description"": ""PALLETS REF=5726-19176564"", ""quantity"": 2.0, ""unit_price"": 101.0, ""total"": 202.0}]"
14557671,error,Could not download PDF from URL for 12062019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21269927,error,Could not download PDF from URL for 08042025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15573745,error,Could not download PDF from URL for E3014439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14698166,success,NA,AR/01373289,NA,3138.61,523.1,GBP,2019-09-17,2019-12-29,NA,ZF Services UK Ltd.,"[{""description"": ""GDB2126 BRAKE PAD KIT"", ""quantity"": 53.0, ""unit_price"": 37.65, ""total"": 1995.45}, {""description"": ""BHQ286E HOUSING"", ""quantity"": 4.0, ""unit_price"": 43.58, ""total"": 174.32}, {""description"": ""Surcharge: BHQ286E"", ""quantity"": 4.0, ""unit_price"": 45.0, ""total"": 180.0}, {""description"": ""BHQ286E HOUSING"", ""quantity"": 3.0, ""unit_price"": 43.58, ""total"": 130.74}, {""description"": ""Surcharge: BHQ286E"", ""quantity"": 3.0, ""unit_price"": 45.0, ""total"": 135.0}]"
21257138,error,Could not download PDF from URL for 25032025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14806643,error,Could not download PDF from URL for 06122019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20226634,success,NA,PSI141708,26806,57.3,9.55,GBP,2022-01-06,2022-02-28,30,Fast Mover Tools Limited,"[{""description"": ""Spray Out Cards, 150mm x 105mm white card. Pk100"", ""quantity"": 10.0, ""unit_price"": 3.58, ""total"": 35.8}, {""description"": ""Distribution and Carriage"", ""quantity"": 1.0, ""unit_price"": 11.95, ""total"": 11.95}]"
14684837,error,Could not download PDF from URL for 11092019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14516108,success,NA,BHX2536020,NA,173.06,28.9,GBP,2019-05-13,2019-06-12,30,DHL Express,"[{""description"": ""ECONOMY SELECT EU/DOC"", ""quantity"": 17.0, ""unit_price"": 8.04, ""total"": 136.68}]"
20156489,error,Could not download PDF from URL for 19102021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19874061,success,NA,059343505,NA,322.16,0.0,GBP,2020-11-23,NA,NA,Andrew Page,"[{""description"": ""BRAKE CALIPER-PAGID 13385021J - CALIPER"", ""quantity"": 1.0, ""unit_price"": 36.92, ""total"": 36.92}, {""description"": ""Surcharge"", ""quantity"": 1.0, ""unit_price"": 18.24, ""total"": 18.24}, {""description"": ""BRAKE CALIPER-PAGID 13385035J - CALIPER"", ""quantity"": 1.0, ""unit_price"": 40.29, ""total"": 40.29}, {""description"": ""Surcharge"", ""quantity"": 1.0, ""unit_price"": 17.33, ""total"": 17.33}, {""description"": ""BRAKE CALIPER 13385101J - CALIPER"", ""quantity"": 1.0, ""unit_price"": 54.13, ""total"": 54.13}, {""description"": ""Surcharge"", ""quantity"": 1.0, ""unit_price"": 31.02, ""total"": 31.02}, {""description"": ""BRAKE CALIPER 13390020J - CALIPER"", ""quantity"": 1.0, ""unit_price"": 38.3, ""total"": 38.3}, {""description"": ""Surcharge"", ""quantity"": 1.0, ""unit_price"": 17.33, ""total"": 17.33}, {""description"": ""BRAKE CALIPER 13390021J - CALIPER"", ""quantity"": 1.0, ""unit_price"": 47.62, ""total"": 47.62}, {""description"": ""Surcharge"", ""quantity"": 1.0, ""unit_price"": 20.98, ""total"": 20.98}]"
19845952,success,NA,UKF040595,29171,1750.0,0.0,GBP,2020-11-26,NA,NA,Euro Car Parts Limited trading as VEGE UK,"[{""description"": ""Engine barePeugeot/Ci PSA 1.6D OHC 8VDV6DTED/DV6C (9HP / 9HN / 9H06/9H05/9HR/T1DA/T1DB/"", ""quantity"": 1.0, ""unit_price"": 1100.0, ""total"": 1100.0}, {""description"": ""DEPOSIT"", ""quantity"": 1.0, ""unit_price"": 650.0, ""total"": 650.0}, {""description"": ""Unit supplied for reported incident No. SWUK04062No claims for labour or other associated costs will be accepted until the reported unit has been returned, inspected and liability determined."", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
20865937,error,Could not download PDF from URL for 25012024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14852288,error,Could not download PDF from URL for 21012020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20933013,success,NA,H1769853,GBEUC002 / 64827,648.68,0.0,GBP,2024-04-15,2024-05-30,30,DHL GLOBAL FORWARDING (UK) LIMITED,"[{""description"": ""Dest. Port Fees"", ""quantity"": 1.0, ""unit_price"": 47.94, ""total"": 47.94}, {""description"": ""Dest. Port Fees"", ""quantity"": 1.0, ""unit_price"": 600.74, ""total"": 600.74}]"
19903381,success,NA,26709,SO28031 (24777),150.0,25.0,GBP,2020-12-08,NA,28,Axle Specialists,"[{""description"": ""[VAG-AXL-0002] Axle - Polo 9N 02-09 (All Variants Ex-Dune) / Seat Ibiza / Cordoba 6L 02-08 / Skoda Fabia 6Y 99-07 / Skoda Fabia 5J 07-14"", ""quantity"": 1.0, ""unit_price"": 105.0, ""total"": 105.0}, {""description"": ""1 x ship | Mansfield, @ \u00a320.00"", ""quantity"": 1.0, ""unit_price"": 20.0, ""total"": 20.0}]"
20999307,success,NA,I211-321507,MV52235,530.83,NA,EUR,2024-07-11,2024-08-10,30,Navico Group EMEA B.V.,"[{""description"": ""CombiMaster 12V/2000VA-60A 230V"", ""quantity"": 1.0, ""unit_price"": 530.83, ""total"": 530.83}]"
21104689,success,NA,2188014,17005,19.39,3.23,GBP,2024-02-09,NA,NA,DURITE,"[{""description"": ""Warning Light Green 12 volt cg1"", ""quantity"": 4.0, ""unit_price"": 2.54, ""total"": 10.16}]"
20148198,error,Could not download PDF from URL for 08102021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14184506,error,Could not download PDF from URL for 26092018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20823193,error,Could not download PDF from URL for 01122023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20101994,error,Could not download PDF from URL for 18082021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20794832,success,NA,5895394,WEEK42,12.85,2.14,GBP,2023-10-27,2023-11-26,30,MACFARLANE PACKAGING,"[{""description"": ""CDW-0201-229-152-152"", ""quantity"": 3.0, ""unit_price"": 3.57, ""total"": 10.71}]"
20545820,success,NA,34927,NA,156.0,26.0,GBP,2023-01-17,NA,NA,TrustFord,"[{""description"": ""Fitment of ECP Supplied Seat C"", ""quantity"": 1.0, ""unit_price"": 15.0, ""total"": 18.0}, {""description"": ""Fitment of Vanmate Railing"", ""quantity"": 1.0, ""unit_price"": 100.0, ""total"": 120.0}, {""description"": ""Fit ECP supplied fire extingui 0039- EXETER (39)"", ""quantity"": 1.0, ""unit_price"": 15.0, ""total"": 18.0}]"
20879861,success,NA,044 / 9023664,7016999253,76.99,12.83,GBP,2024-02-09,NA,NA,Halfords Autocentre,"[{""description"": ""Renew Front Driver Side Tyre(Fully Fitted)"", ""quantity"": 1.0, ""unit_price"": 64.16, ""total"": 64.16}]"
14585926,success,NA,A7460138827,MO172201,108.0,18.0,GBP,2019-06-25,2019-07-25,30,ATS Euromaster Limited,"[{""description"": ""DRIVERS NAME MR HILLIER WORK SHEET NO 27527125 195/65TR15 TIGAR HP TL LABELLING INFO* : C/C/2/71"", ""quantity"": 2.0, ""unit_price"": 45.0, ""total"": 90.0}, {""description"": ""WHEEL BALANCE-CAR(A)"", ""quantity"": 2.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""SCRAP DISPOSAL CAR VAN 4X4"", ""quantity"": 2.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""TUBELESS VALVE FITTED - CAR"", ""quantity"": 2.0, ""unit_price"": 0.0, ""total"": 0.0}]"
20202545,success,NA,32138314,NA,20773.02,0.0,EUR,2021-10-05,2022-01-04,91,H & R Spezialfedern GmbH & Co. KG,"[{""description"": ""automotive spring set for Audi A4 + A4 DTM"", ""quantity"": 1.0, ""unit_price"": 255.15, ""total"": 102.06}, {""description"": ""automotive spring set for Audi A4 + A4 DTM"", ""quantity"": 1.0, ""unit_price"": 255.15, ""total"": 102.06}, {""description"": ""automotive wheel spacer DRS-System 10"", ""quantity"": 5.0, ""unit_price"": 53.2, ""total"": 133.0}, {""description"": ""automotive spring set for VW Tiguan 2WD"", ""quantity"": 1.0, ""unit_price"": 243.85, ""total"": 97.54}, {""description"": ""Twintube stainless steel coil over"", ""quantity"": 1.0, ""unit_price"": 1151.29, ""total"": 748.34}, {""description"": ""automotive spring set for Mazda 3"", ""quantity"": 1.0, ""unit_price"": 221.59, ""total"": 88.64}, {""description"": ""RA stabilizer complete for AUDI A3Q + S3 T\u00dcV approval only with front axle sway bar!"", ""quantity"": 1.0, ""unit_price"": 210.45, ""total"": 126.27}, {""description"": ""automotive comfort-suspension-kit VW Golf I"", ""quantity"": 1.0, ""unit_price"": 488.23, ""total"": 292.94}, {""description"": ""automotive spring set for BMW E60 Lim"", ""quantity"": 1.0, ""unit_price"": 301.67, ""total"": 120.67}]"
